Epoch,hidden num,Data Argu,train Acc,test Acc
50,100,False,0.958549976348877,0.8640000224113464
50,100,True,0.9585833549499512,0.8835999965667725
50,256,False,0.9031500220298767,0.7997999787330627
50,256,True,0.9010499715805054,0.8773999810218811
